Sample in Buffer,Sample in Window,TRIGGER,u_stress/agent_00/rx_tdest_dbg[3:0],u_stress/agent_00/rx_vc0_cnt[31:0],u_stress/agent_00/rx_vc1_cnt[31:0],u_stress/agent_00/rx_err_cnt[31:0],u_stress/agent_00/state_dbg[1:0],u_stress/agent_00/tx_flit_cnt[31:0],u_stress/agent_00/tx_stall_cnt[31:0],u_stress/agent_00/test_done
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
826,826,0,0,0025c20f,0025c200,00000000,1,004b8584,001e3505,0
827,827,0,0,0025c210,0025c200,00000000,1,004b8584,001e3506,0
828,828,0,0,0025c210,0025c200,00000000,1,004b8584,001e3507,0
829,829,0,0,0025c210,0025c200,00000000,1,004b8584,001e3508,0
830,830,0,0,0025c210,0025c201,00000000,1,004b8584,001e3509,0
831,831,0,0,0025c210,0025c202,00000000,1,004b8584,001e350a,0
832,832,0,0,0025c210,0025c203,00000000,1,004b8585,001e350a,0
833,833,0,0,0025c210,0025c203,00000000,1,004b8585,001e350b,0
834,834,0,0,0025c210,0025c204,00000000,1,004b8586,001e350b,0
835,835,0,0,0025c210,0025c205,00000000,1,004b8587,001e350b,0
836,836,0,0,0025c210,0025c206,00000000,1,004b8587,001e350c,0
837,837,0,0,0025c210,0025c207,00000000,1,004b8588,001e350c,0
838,838,0,0,0025c210,0025c207,00000000,1,004b8589,001e350c,0
839,839,0,0,0025c210,0025c208,00000000,1,004b858a,001e350c,0
840,840,0,0,0025c210,0025c209,00000000,1,004b858b,001e350c,0
841,841,0,0,0025c210,0025c209,00000000,1,004b858b,001e350d,0
842,842,0,0,0025c210,0025c20a,00000000,1,004b858c,001e350d,0
843,843,0,0,0025c210,0025c20a,00000000,1,004b858d,001e350d,0
844,844,0,0,0025c210,0025c20b,00000000,1,004b858e,001e350d,0
845,845,0,0,0025c210,0025c20c,00000000,1,004b858f,001e350d,0
846,846,0,0,0025c210,0025c20d,00000000,1,004b858f,001e350e,0
847,847,0,0,0025c210,0025c20e,00000000,1,004b8590,001e350e,0
848,848,0,0,0025c210,0025c20e,00000000,1,004b8591,001e350e,0
849,849,0,0,0025c210,0025c20f,00000000,1,004b8592,001e350e,0
850,850,0,0,0025c210,0025c210,00000000,1,004b8593,001e350e,0
851,851,0,0,0025c211,0025c210,00000000,1,004b8594,001e350e,0
852,852,0,0,0025c211,0025c210,00000000,1,004b8595,001e350e,0
853,853,0,0,0025c211,0025c210,00000000,1,004b8596,001e350e,0
854,854,0,0,0025c212,0025c210,00000000,1,004b8597,001e350e,0
855,855,0,0,0025c213,0025c210,00000000,1,004b8598,001e350e,0
856,856,0,0,0025c214,0025c210,00000000,1,004b8599,001e350e,0
857,857,0,0,0025c215,0025c210,00000000,1,004b859a,001e350e,0
858,858,0,0,0025c215,0025c210,00000000,1,004b859b,001e350e,0
859,859,0,0,0025c216,0025c210,00000000,1,004b859c,001e350e,0
860,860,0,0,0025c217,0025c210,00000000,1,004b859d,001e350e,0
861,861,0,0,0025c218,0025c210,00000000,1,004b859e,001e350e,0
862,862,0,0,0025c219,0025c210,00000000,1,004b859f,001e350e,0
863,863,0,0,0025c219,0025c210,00000000,1,004b85a0,001e350e,0
864,864,0,0,0025c219,0025c210,00000000,1,004b85a1,001e350e,0
865,865,0,0,0025c21a,0025c210,00000000,1,004b85a2,001e350e,0
866,866,0,0,0025c21b,0025c210,00000000,1,004b85a3,001e350e,0
867,867,0,0,0025c21c,0025c210,00000000,1,004b85a4,001e350e,0
868,868,0,0,0025c21c,0025c210,00000000,1,004b85a4,001e350f,0
869,869,0,0,0025c21d,0025c210,00000000,1,004b85a4,001e3510,0
870,870,0,0,0025c21e,0025c210,00000000,1,004b85a4,001e3511,0
871,871,0,0,0025c21f,0025c210,00000000,1,004b85a4,001e3512,0
872,872,0,0,0025c220,0025c210,00000000,1,004b85a4,001e3513,0
873,873,0,0,0025c220,0025c210,00000000,1,004b85a4,001e3514,0
874,874,0,0,0025c220,0025c211,00000000,1,004b85a4,001e3515,0
875,875,0,0,0025c220,0025c212,00000000,1,004b85a4,001e3516,0
876,876,0,0,0025c220,0025c212,00000000,1,004b85a4,001e3517,0
877,877,0,0,0025c220,0025c213,00000000,1,004b85a5,001e3517,0
878,878,0,0,0025c220,0025c213,00000000,1,004b85a6,001e3517,0
879,879,0,0,0025c220,0025c214,00000000,1,004b85a7,001e3517,0
880,880,0,0,0025c220,0025c215,00000000,1,004b85a7,001e3518,0
881,881,0,0,0025c220,0025c216,00000000,1,004b85a7,001e3519,0
882,882,0,0,0025c220,0025c217,00000000,1,004b85a8,001e3519,0
883,883,0,0,0025c220,0025c217,00000000,1,004b85a9,001e3519,0
884,884,0,0,0025c220,0025c218,00000000,1,004b85aa,001e3519,0
885,885,0,0,0025c220,0025c219,00000000,1,004b85ab,001e3519,0
886,886,0,0,0025c220,0025c21a,00000000,1,004b85ab,001e351a,0
887,887,0,0,0025c220,0025c21a,00000000,1,004b85ac,001e351a,0
888,888,0,0,0025c220,0025c21a,00000000,1,004b85ad,001e351a,0
889,889,0,0,0025c220,0025c21b,00000000,1,004b85ae,001e351a,0
890,890,0,0,0025c220,0025c21c,00000000,1,004b85af,001e351a,0
891,891,0,0,0025c220,0025c21d,00000000,1,004b85af,001e351b,0
892,892,0,0,0025c220,0025c21e,00000000,1,004b85b0,001e351b,0
893,893,0,0,0025c220,0025c21e,00000000,1,004b85b1,001e351b,0
894,894,0,0,0025c220,0025c21f,00000000,1,004b85b2,001e351b,0
895,895,0,0,0025c220,0025c220,00000000,1,004b85b3,001e351b,0
896,896,0,0,0025c221,0025c220,00000000,1,004b85b4,001e351b,0
897,897,0,0,0025c222,0025c220,00000000,1,004b85b5,001e351b,0
898,898,0,0,0025c222,0025c220,00000000,1,004b85b6,001e351b,0
899,899,0,0,0025c222,0025c220,00000000,1,004b85b7,001e351b,0
900,900,0,0,0025c223,0025c220,00000000,1,004b85b8,001e351b,0
901,901,0,0,0025c224,0025c220,00000000,1,004b85b9,001e351b,0
902,902,0,0,0025c225,0025c220,00000000,1,004b85ba,001e351b,0
903,903,0,0,0025c225,0025c220,00000000,1,004b85bb,001e351b,0
904,904,0,0,0025c226,0025c220,00000000,1,004b85bc,001e351b,0
905,905,0,0,0025c227,0025c220,00000000,1,004b85bd,001e351b,0
906,906,0,0,0025c228,0025c220,00000000,1,004b85be,001e351b,0
907,907,0,0,0025c229,0025c220,00000000,1,004b85bf,001e351b,0
908,908,0,0,0025c229,0025c220,00000000,1,004b85c0,001e351b,0
909,909,0,0,0025c22a,0025c220,00000000,1,004b85c1,001e351b,0
910,910,0,0,0025c22b,0025c220,00000000,1,004b85c2,001e351b,0
911,911,0,0,0025c22b,0025c220,00000000,1,004b85c3,001e351b,0
912,912,0,0,0025c22c,0025c220,00000000,1,004b85c4,001e351b,0
913,913,0,0,0025c22c,0025c220,00000000,1,004b85c4,001e351c,0
914,914,0,0,0025c22d,0025c220,00000000,1,004b85c4,001e351d,0
915,915,0,0,0025c22e,0025c220,00000000,1,004b85c4,001e351e,0
916,916,0,0,0025c22f,0025c220,00000000,1,004b85c4,001e351f,0
917,917,0,0,0025c230,0025c220,00000000,1,004b85c4,001e3520,0
918,918,0,0,0025c230,0025c220,00000000,1,004b85c4,001e3521,0
919,919,0,0,0025c230,0025c221,00000000,1,004b85c4,001e3522,0
920,920,0,0,0025c230,0025c222,00000000,1,004b85c4,001e3523,0
921,921,0,0,0025c230,0025c223,00000000,1,004b85c4,001e3524,0
922,922,0,0,0025c230,0025c223,00000000,1,004b85c5,001e3524,0
923,923,0,0,0025c230,0025c223,00000000,1,004b85c6,001e3524,0
924,924,0,0,0025c230,0025c224,00000000,1,004b85c7,001e3524,0
925,925,0,0,0025c230,0025c225,00000000,1,004b85c8,001e3524,0
926,926,0,0,0025c230,0025c226,00000000,1,004b85c8,001e3525,0
927,927,0,0,0025c230,0025c227,00000000,1,004b85c9,001e3525,0
928,928,0,0,0025c230,0025c227,00000000,1,004b85c9,001e3526,0
929,929,0,0,0025c230,0025c228,00000000,1,004b85ca,001e3526,0
930,930,0,0,0025c230,0025c229,00000000,1,004b85cb,001e3526,0
931,931,0,0,0025c230,0025c22a,00000000,1,004b85cb,001e3527,0
932,932,0,0,0025c230,0025c22b,00000000,1,004b85cc,001e3527,0
933,933,0,0,0025c230,0025c22b,00000000,1,004b85cd,001e3527,0
934,934,0,0,0025c230,0025c22b,00000000,1,004b85ce,001e3527,0
935,935,0,0,0025c230,0025c22c,00000000,1,004b85cf,001e3527,0
936,936,0,0,0025c230,0025c22d,00000000,1,004b85cf,001e3528,0
937,937,0,0,0025c230,0025c22e,00000000,1,004b85d0,001e3528,0
938,938,0,0,0025c230,0025c22e,00000000,1,004b85d1,001e3528,0
939,939,0,0,0025c230,0025c22f,00000000,1,004b85d2,001e3528,0
940,940,0,0,0025c230,0025c230,00000000,1,004b85d3,001e3528,0
941,941,0,0,0025c231,0025c230,00000000,1,004b85d4,001e3528,0
942,942,0,0,0025c232,0025c230,00000000,1,004b85d5,001e3528,0
943,943,0,0,0025c232,0025c230,00000000,1,004b85d6,001e3528,0
944,944,0,0,0025c233,0025c230,00000000,1,004b85d7,001e3528,0
945,945,0,0,0025c234,0025c230,00000000,1,004b85d8,001e3528,0
946,946,0,0,0025c234,0025c230,00000000,1,004b85d9,001e3528,0
947,947,0,0,0025c235,0025c230,00000000,1,004b85da,001e3528,0
948,948,0,0,0025c235,0025c230,00000000,1,004b85db,001e3528,0
949,949,0,0,0025c236,0025c230,00000000,1,004b85dc,001e3528,0
950,950,0,0,0025c237,0025c230,00000000,1,004b85dd,001e3528,0
951,951,0,0,0025c238,0025c230,00000000,1,004b85de,001e3528,0
952,952,0,0,0025c239,0025c230,00000000,1,004b85df,001e3528,0
953,953,0,0,0025c239,0025c230,00000000,1,004b85e0,001e3528,0
954,954,0,0,0025c23a,0025c230,00000000,1,004b85e1,001e3528,0
955,955,0,0,0025c23b,0025c230,00000000,1,004b85e2,001e3528,0
956,956,0,0,0025c23c,0025c230,00000000,1,004b85e3,001e3528,0
957,957,0,0,0025c23c,0025c230,00000000,1,004b85e4,001e3528,0
958,958,0,0,0025c23c,0025c230,00000000,1,004b85e4,001e3529,0
959,959,0,0,0025c23d,0025c230,00000000,1,004b85e4,001e352a,0
960,960,0,0,0025c23e,0025c230,00000000,1,004b85e4,001e352b,0
961,961,0,0,0025c23f,0025c230,00000000,1,004b85e4,001e352c,0
962,962,0,0,0025c240,0025c230,00000000,1,004b85e4,001e352d,0
963,963,0,0,0025c240,0025c230,00000000,1,004b85e4,001e352e,0
964,964,0,0,0025c240,0025c231,00000000,1,004b85e4,001e352f,0
965,965,0,0,0025c240,0025c232,00000000,1,004b85e4,001e3530,0
966,966,0,0,0025c240,0025c233,00000000,1,004b85e4,001e3531,0
967,967,0,0,0025c240,0025c234,00000000,1,004b85e5,001e3531,0
968,968,0,0,0025c240,0025c234,00000000,1,004b85e6,001e3531,0
969,969,0,0,0025c240,0025c234,00000000,1,004b85e7,001e3531,0
970,970,0,0,0025c240,0025c235,00000000,1,004b85e8,001e3531,0
971,971,0,0,0025c240,0025c236,00000000,1,004b85e8,001e3532,0
972,972,0,0,0025c240,0025c237,00000000,1,004b85e9,001e3532,0
973,973,0,0,0025c240,0025c237,00000000,1,004b85e9,001e3533,0
974,974,0,0,0025c240,0025c238,00000000,1,004b85ea,001e3533,0
975,975,0,0,0025c240,0025c239,00000000,1,004b85eb,001e3533,0
976,976,0,0,0025c240,0025c23a,00000000,1,004b85eb,001e3534,0
977,977,0,0,0025c240,0025c23b,00000000,1,004b85ec,001e3534,0
978,978,0,0,0025c240,0025c23b,00000000,1,004b85ed,001e3534,0
979,979,0,0,0025c240,0025c23c,00000000,1,004b85ee,001e3534,0
980,980,0,0,0025c240,0025c23d,00000000,1,004b85ef,001e3534,0
981,981,0,0,0025c240,0025c23d,00000000,1,004b85ef,001e3535,0
982,982,0,0,0025c240,0025c23e,00000000,1,004b85f0,001e3535,0
983,983,0,0,0025c240,0025c23e,00000000,1,004b85f1,001e3535,0
984,984,0,0,0025c240,0025c23f,00000000,1,004b85f2,001e3535,0
985,985,0,0,0025c240,0025c240,00000000,1,004b85f3,001e3535,0
986,986,0,0,0025c241,0025c240,00000000,1,004b85f4,001e3535,0
987,987,0,0,0025c242,0025c240,00000000,1,004b85f5,001e3535,0
988,988,0,0,0025c242,0025c240,00000000,1,004b85f6,001e3535,0
989,989,0,0,0025c243,0025c240,00000000,1,004b85f7,001e3535,0
990,990,0,0,0025c244,0025c240,00000000,1,004b85f8,001e3535,0
991,991,0,0,0025c245,0025c240,00000000,1,004b85f9,001e3535,0
992,992,0,0,0025c245,0025c240,00000000,1,004b85fa,001e3535,0
993,993,0,0,0025c245,0025c240,00000000,1,004b85fb,001e3535,0
994,994,0,0,0025c246,0025c240,00000000,1,004b85fc,001e3535,0
995,995,0,0,0025c247,0025c240,00000000,1,004b85fd,001e3535,0
996,996,0,0,0025c248,0025c240,00000000,1,004b85fe,001e3535,0
997,997,0,0,0025c249,0025c240,00000000,1,004b85ff,001e3535,0
998,998,0,0,0025c249,0025c240,00000000,1,004b8600,001e3535,0
999,999,0,0,0025c24a,0025c240,00000000,1,004b8601,001e3535,0
1000,1000,0,0,0025c24b,0025c240,00000000,1,004b8602,001e3535,0
1001,1001,0,0,0025c24c,0025c240,00000000,1,004b8603,001e3535,0
1002,1002,0,0,0025c24d,0025c240,00000000,1,004b8604,001e3535,0
1003,1003,0,0,0025c24d,0025c240,00000000,1,004b8604,001e3536,0
1004,1004,0,0,0025c24d,0025c240,00000000,1,004b8604,001e3537,0
1005,1005,0,0,0025c24e,0025c240,00000000,1,004b8604,001e3538,0
1006,1006,0,0,0025c24f,0025c240,00000000,1,004b8604,001e3539,0
1007,1007,0,0,0025c250,0025c240,00000000,1,004b8604,001e353a,0
1008,1008,0,0,0025c250,0025c240,00000000,1,004b8604,001e353b,0
1009,1009,0,0,0025c250,0025c241,00000000,1,004b8604,001e353c,0
1010,1010,0,0,0025c250,0025c242,00000000,1,004b8604,001e353d,0
1011,1011,0,0,0025c250,0025c243,00000000,1,004b8604,001e353e,0
1012,1012,0,0,0025c250,0025c244,00000000,1,004b8605,001e353e,0
1013,1013,0,0,0025c250,0025c244,00000000,1,004b8606,001e353e,0
1014,1014,0,0,0025c250,0025c245,00000000,1,004b8607,001e353e,0
1015,1015,0,0,0025c250,0025c246,00000000,1,004b8608,001e353e,0
1016,1016,0,0,0025c250,0025c246,00000000,1,004b8608,001e353f,0
1017,1017,0,0,0025c250,0025c247,00000000,1,004b8609,001e353f,0
1018,1018,0,0,0025c250,0025c247,00000000,1,004b860a,001e353f,0
1019,1019,0,0,0025c250,0025c248,00000000,1,004b860b,001e353f,0
1020,1020,0,0,0025c250,0025c249,00000000,1,004b860c,001e353f,0
1021,1021,0,0,0025c250,0025c24a,00000000,1,004b860c,001e3540,0
1022,1022,0,0,0025c250,0025c24b,00000000,1,004b860d,001e3540,0
1023,1023,0,0,0025c250,0025c24b,00000000,1,004b860e,001e3540,0
